起点,终点,ori_x,ori_y,end_x,end_y,ridership
水井坊街道,青龙街道,104.08694280849765,30.649077025663395,104.12065709938953,30.720884772946164,2
水井坊街道,黄忠街道,104.08694280849765,30.649077025663395,104.0112544835979,30.691171145339652,2
水井坊街道,龙潭街道,104.08694280849765,30.649077025663395,104.17777027590506,30.70354757273816,2
永宁镇,东升街道,103.90072091482182,30.73240353313797,103.93014169911959,30.578649488084718,2
永宁镇,新华西路街,103.90072091482182,30.73240353313797,104.0608881713822,30.678169811235552,2
永宁镇,水井坊街道,103.90072091482182,30.73240353313797,104.08694280849765,30.649077025663395,1
永宁镇,沙河源街道,103.90072091482182,30.73240353313797,104.0505271566029,30.73442628180356,1
汪家拐街道,万年场街道,104.05254456486169,30.657723310613694,104.12474778803707,30.65330128909081,1
汪家拐街道,东光街道,104.05254456486169,30.657723310613694,104.0937010533027,30.61922927889487,1
汪家拐街道,东升街道,104.05254456486169,30.657723310613694,103.93014169911959,30.578649488084718,3
汪家拐街道,东坡街道,104.05254456486169,30.657723310613694,103.99579685281346,30.668022211089752,4
汪家拐街道,九里堤街道,104.05254456486169,30.657723310613694,104.04274989758682,30.71336015274653,6
汪家拐街道,书院街街道,104.05254456486169,30.657723310613694,104.0863687508597,30.6639549159326,1
汪家拐街道,二仙桥街道,104.05254456486169,30.657723310613694,104.13109687239829,30.684445028224047,2
汪家拐街道,人民北路街,104.05254456486169,30.657723310613694,104.06130032345499,30.683927523404815,4
汪家拐街道,保和街道,104.05254456486169,30.657723310613694,104.14239485744424,30.636686225565303,14
汪家拐街道,光华街道,104.05254456486169,30.657723310613694,104.01593992429801,30.664644775526085,8
汪家拐街道,双桂路街道,104.05254456486169,30.657723310613694,104.1077341648849,30.634997762418855,2
汪家拐街道,双楠街道,104.05254456486169,30.657723310613694,104.02865896865515,30.649458723481544,3
汪家拐街道,双水碾街道,104.05254456486169,30.657723310613694,104.07961944282927,30.707143301075934,2
汪家拐街道,合作镇,104.05254456486169,30.657723310613694,103.91873941177616,30.755559267471707,1
汪家拐街道,合江亭街道,104.05254456486169,30.657723310613694,104.07926888803063,30.65222415771668,10
汪家拐街道,圣灯街道,104.05254456486169,30.657723310613694,104.14542488329225,30.680478343745712,2
汪家拐街道,天回镇街道,104.05254456486169,30.657723310613694,104.09784075163743,30.769453296446976,1
汪家拐街道,太升路街道,104.05254456486169,30.657723310613694,104.07755155641463,30.670156189942755,12
汪家拐街道,安靖镇,104.05254456486169,30.657723310613694,104.01232404827407,30.770868297959915,3
汪家拐街道,少城街道,104.05254456486169,30.657723310613694,104.0526301486993,30.668690512829034,9
汪家拐街道,府南街道,104.05254456486169,30.657723310613694,104.02038254346557,30.678026221105164,4
汪家拐街道,建设路街道,104.05254456486169,30.657723310613694,104.10697562483489,30.67462887318019,14
汪家拐街道,成龙路街道,104.05254456486169,30.657723310613694,104.11969414238894,30.603082785529196,1
汪家拐街道,抚琴街道,104.05254456486169,30.657723310613694,104.04374900767523,30.689325320109745,8
汪家拐街道,文家街道,104.05254456486169,30.657723310613694,103.93342016698911,30.687074432051094,4
汪家拐街道,新华西路街,104.05254456486169,30.657723310613694,104.0608881713822,30.678169811235552,10
汪家拐街道,新鸿路街道,104.05254456486169,30.657723310613694,104.10631147787416,30.66166955600947,6
汪家拐街道,春熙路街道,104.05254456486169,30.657723310613694,104.07704974759851,30.661839708658544,18
汪家拐街道,晋阳街道,104.05254456486169,30.657723310613694,103.99807819875126,30.65156233827051,3
汪家拐街道,望江路街道,104.05254456486169,30.657723310613694,104.07168516212226,30.635064980004078,7
汪家拐街道,机投桥街道,104.05254456486169,30.657723310613694,103.9795052210553,30.649401020933677,1
汪家拐街道,桂溪街道,104.05254456486169,30.657723310613694,104.05807678674662,30.562785458752113,6
汪家拐街道,桃蹊路街道,104.05254456486169,30.657723310613694,104.10824686426022,30.685481416810507,1
汪家拐街道,水井坊街道,104.05254456486169,30.657723310613694,104.08694280849765,30.649077025663395,3
汪家拐街道,沙河街道,104.05254456486169,30.657723310613694,104.11720269294824,30.62986902495513,1
汪家拐街道,浆洗街街道,104.05254456486169,30.657723310613694,104.04667045680115,30.645641812828632,20
汪家拐街道,火车南站街,104.05254456486169,30.657723310613694,104.06993711836556,30.616572558251345,5
汪家拐街道,牛市口街道,104.05254456486169,30.657723310613694,104.09828021767335,30.64673261384752,2
汪家拐街道,犀浦镇,104.05254456486169,30.657723310613694,103.96853991910166,30.757672802984413,1
汪家拐街道,狮子山街道,104.05254456486169,30.657723310613694,104.1201115153985,30.61617064631393,1
汪家拐街道,猛追湾街道,104.05254456486169,30.657723310613694,104.09338649423138,30.664809688800787,5
汪家拐街道,玉林街道,104.05254456486169,30.657723310613694,104.06161167724152,30.637337386133247,6
汪家拐街道,盐市口街道,104.05254456486169,30.657723310613694,104.06854394913813,30.658999094459663,11
汪家拐街道,督院街街道,104.05254456486169,30.657723310613694,104.0670843716,30.652113933324678,6
汪家拐街道,石羊场街道,104.05254456486169,30.657723310613694,104.04207224362806,30.589080269961133,3
汪家拐街道,簇桥街道,104.05254456486169,30.657723310613694,103.97917370618518,30.595796362201803,2
汪家拐街道,簇锦街道,104.05254456486169,30.657723310613694,103.99667070930668,30.62627087854145,3
汪家拐街道,红牌楼街道,104.05254456486169,30.657723310613694,104.02203328144594,30.640139795259877,8
汪家拐街道,芳草街街道,104.05254456486169,30.657723310613694,104.0483788039623,30.62229041590972,4
汪家拐街道,苏坡街道,104.05254456486169,30.657723310613694,103.97726807521968,30.682368433064255,4
汪家拐街道,茶店子街道,104.05254456486169,30.657723310613694,104.02024153112227,30.697019974934264,4
汪家拐街道,草堂路街道,104.05254456486169,30.657723310613694,104.03369711876734,30.661678069224696,9
汪家拐街道,草市街街道,104.05254456486169,30.657723310613694,104.07077381074879,30.67480564890668,5
汪家拐街道,荷花池街道,104.05254456486169,30.657723310613694,104.06914504518326,30.692033790146894,1
汪家拐街道,莲新街道,104.05254456486169,30.657723310613694,104.09597856368342,30.640873730770085,4
汪家拐街道,营门口街道,104.05254456486169,30.657723310613694,104.03269016216231,30.70351417259711,4
汪家拐街道,西华街道,104.05254456486169,30.657723310613694,104.01528703902667,30.73186695271798,2
汪家拐街道,西安路街道,104.05254456486169,30.657723310613694,104.03973997587613,30.67520176315635,9
汪家拐街道,西御河街道,104.05254456486169,30.657723310613694,104.06362875164112,30.66598225344833,4
汪家拐街道,西航港街道,104.05254456486169,30.657723310613694,103.99821178612025,30.550442024674123,3
汪家拐街道,跳伞塔街道,104.05254456486169,30.657723310613694,104.08192656084438,30.633251754590415,2
汪家拐街道,跳蹬河街道,104.05254456486169,30.657723310613694,104.12276490519686,30.669026680129928,1
汪家拐街道,金泉街道,104.05254456486169,30.657723310613694,103.9876260259853,30.716361170590606,6
汪家拐街道,金花桥街道,104.05254456486169,30.657723310613694,103.96453240063263,30.631495250898393,3
汪家拐街道,青龙街道,104.05254456486169,30.657723310613694,104.12065709938953,30.720884772946164,3
汪家拐街道,驷马桥街道,104.05254456486169,30.657723310613694,104.08421894300206,30.68468469689687,4
汪家拐街道,黄忠街道,104.05254456486169,30.657723310613694,104.0112544835979,30.691171145339652,1
汪家拐街道,龙舟路街道,104.05254456486169,30.657723310613694,104.09151993274105,30.629750369537213,1
沙河源街道,万年场街道,104.0505271566029,30.73442628180356,104.12474778803707,30.65330128909081,2
沙河源街道,三河街道,104.0505271566029,30.73442628180356,104.15149724634394,30.76956322359214,2
沙河源街道,东光街道,104.0505271566029,30.73442628180356,104.0937010533027,30.61922927889487,1
沙河源街道,九里堤街道,104.0505271566029,30.73442628180356,104.04274989758682,30.71336015274653,16
沙河源街道,二仙桥街道,104.0505271566029,30.73442628180356,104.13109687239829,30.684445028224047,3
沙河源街道,五块石街道,104.0505271566029,30.73442628180356,104.059651892411,30.710886652968526,14
沙河源街道,人民北路街,104.0505271566029,30.73442628180356,104.06130032345499,30.683927523404815,1
沙河源街道,保和街道,104.0505271566029,30.73442628180356,104.14239485744424,30.636686225565303,3
沙河源街道,光华街道,104.0505271566029,30.73442628180356,104.01593992429801,30.664644775526085,3
沙河源街道,华兴街道,104.0505271566029,30.73442628180356,104.01101842805666,30.602368166080563,1
沙河源街道,双水碾街道,104.0505271566029,30.73442628180356,104.07961944282927,30.707143301075934,9
沙河源街道,圣灯街道,104.0505271566029,30.73442628180356,104.14542488329225,30.680478343745712,2
沙河源街道,大丰街道,104.0505271566029,30.73442628180356,104.05669390099663,30.76685804349305,10
沙河源街道,天回镇街道,104.0505271566029,30.73442628180356,104.09784075163743,30.769453296446976,1
沙河源街道,太升路街道,104.0505271566029,30.73442628180356,104.07755155641463,30.670156189942755,2
沙河源街道,安靖镇,104.0505271566029,30.73442628180356,104.01232404827407,30.770868297959915,3
沙河源街道,府南街道,104.0505271566029,30.73442628180356,104.02038254346557,30.678026221105164,2
沙河源街道,府青路街道,104.0505271566029,30.73442628180356,104.10035267124348,30.692293927826466,1
沙河源街道,建设路街道,104.0505271566029,30.73442628180356,104.10697562483489,30.67462887318019,7
沙河源街道,成龙路街道,104.0505271566029,30.73442628180356,104.11969414238894,30.603082785529196,3
沙河源街道,抚琴街道,104.0505271566029,30.73442628180356,104.04374900767523,30.689325320109745,11
沙河源街道,文家街道,104.0505271566029,30.73442628180356,103.93342016698911,30.687074432051094,1
沙河源街道,新华西路街,104.0505271566029,30.73442628180356,104.0608881713822,30.678169811235552,2
沙河源街道,新鸿路街道,104.0505271566029,30.73442628180356,104.10631147787416,30.66166955600947,2
沙河源街道,晋阳街道,104.0505271566029,30.73442628180356,103.99807819875126,30.65156233827051,3
沙河源街道,望江路街道,104.0505271566029,30.73442628180356,104.07168516212226,30.635064980004078,2
沙河源街道,机投桥街道,104.0505271566029,30.73442628180356,103.9795052210553,30.649401020933677,1
沙河源街道,桂溪街道,104.0505271566029,30.73442628180356,104.05807678674662,30.562785458752113,1
沙河源街道,桃蹊路街道,104.0505271566029,30.73442628180356,104.10824686426022,30.685481416810507,6
沙河源街道,水井坊街道,104.0505271566029,30.73442628180356,104.08694280849765,30.649077025663395,1
沙河源街道,浆洗街街道,104.0505271566029,30.73442628180356,104.04667045680115,30.645641812828632,1
沙河源街道,火车南站街,104.0505271566029,30.73442628180356,104.06993711836556,30.616572558251345,1
沙河源街道,犀浦镇,104.0505271566029,30.73442628180356,103.96853991910166,30.757672802984413,2
沙河源街道,猛追湾街道,104.0505271566029,30.73442628180356,104.09338649423138,30.664809688800787,2
沙河源街道,玉林街道,104.0505271566029,30.73442628180356,104.06161167724152,30.637337386133247,2
沙河源街道,盐市口街道,104.0505271566029,30.73442628180356,104.06854394913813,30.658999094459663,5
沙河源街道,石羊场街道,104.0505271566029,30.73442628180356,104.04207224362806,30.589080269961133,1
沙河源街道,红牌楼街道,104.0505271566029,30.73442628180356,104.02203328144594,30.640139795259877,2
沙河源街道,芳草街街道,104.0505271566029,30.73442628180356,104.0483788039623,30.62229041590972,1
沙河源街道,茶店子街道,104.0505271566029,30.73442628180356,104.02024153112227,30.697019974934264,3
沙河源街道,草堂路街道,104.0505271566029,30.73442628180356,104.03369711876734,30.661678069224696,3
沙河源街道,荷花池街道,104.0505271566029,30.73442628180356,104.06914504518326,30.692033790146894,4
沙河源街道,营门口街道,104.0505271566029,30.73442628180356,104.03269016216231,30.70351417259711,1
沙河源街道,西华街道,104.0505271566029,30.73442628180356,104.01528703902667,30.73186695271798,7
沙河源街道,西安路街道,104.0505271566029,30.73442628180356,104.03973997587613,30.67520176315635,2
沙河源街道,西御河街道,104.0505271566029,30.73442628180356,104.06362875164112,30.66598225344833,3
沙河源街道,金沙街道,104.0505271566029,30.73442628180356,104.0011151001596,30.68407974451423,1
沙河源街道,金泉街道,104.0505271566029,30.73442628180356,103.9876260259853,30.716361170590606,8
沙河源街道,青龙街道,104.0505271566029,30.73442628180356,104.12065709938953,30.720884772946164,10
沙河源街道,龙潭街道,104.0505271566029,30.73442628180356,104.17777027590506,30.70354757273816,2
沙河街道,万年场街道,104.11720269294824,30.62986902495513,104.12474778803707,30.65330128909081,2
沙河街道,九里堤街道,104.11720269294824,30.62986902495513,104.04274989758682,30.71336015274653,1
沙河街道,书院街街道,104.11720269294824,30.62986902495513,104.0863687508597,30.6639549159326,3
