起点,终点,ori_x,ori_y,end_x,end_y,ridership
跳伞塔街道,龙潭街道,104.08192656084438,30.633251754590415,104.17777027590506,30.70354757273816,1
跳蹬河街道,万年场街道,104.12276490519686,30.669026680129928,104.12474778803707,30.65330128909081,12
跳蹬河街道,三圣街道,104.12276490519686,30.669026680129928,104.137199203032,30.57667039363897,1
跳蹬河街道,东光街道,104.12276490519686,30.669026680129928,104.0937010533027,30.61922927889487,3
跳蹬河街道,东升街道,104.12276490519686,30.669026680129928,103.93014169911959,30.578649488084718,3
跳蹬河街道,九里堤街道,104.12276490519686,30.669026680129928,104.04274989758682,30.71336015274653,1
跳蹬河街道,书院街街道,104.12276490519686,30.669026680129928,104.0863687508597,30.6639549159326,9
跳蹬河街道,二仙桥街道,104.12276490519686,30.669026680129928,104.13109687239829,30.684445028224047,1
跳蹬河街道,五块石街道,104.12276490519686,30.669026680129928,104.059651892411,30.710886652968526,1
跳蹬河街道,保和街道,104.12276490519686,30.669026680129928,104.14239485744424,30.636686225565303,14
跳蹬河街道,凤凰山街道,104.12276490519686,30.669026680129928,104.08164895300247,30.732693074957094,3
跳蹬河街道,十陵街道,104.12276490519686,30.669026680129928,104.18289534181507,30.648516042388525,1
跳蹬河街道,双桂路街道,104.12276490519686,30.669026680129928,104.1077341648849,30.634997762418855,3
跳蹬河街道,双桥子街道,104.12276490519686,30.669026680129928,104.10279938168559,30.652797482326527,3
跳蹬河街道,双楠街道,104.12276490519686,30.669026680129928,104.02865896865515,30.649458723481544,1
跳蹬河街道,双水碾街道,104.12276490519686,30.669026680129928,104.07961944282927,30.707143301075934,12
跳蹬河街道,合江亭街道,104.12276490519686,30.669026680129928,104.07926888803063,30.65222415771668,11
跳蹬河街道,大丰街道,104.12276490519686,30.669026680129928,104.05669390099663,30.76685804349305,2
跳蹬河街道,大面街道,104.12276490519686,30.669026680129928,104.19323382722281,30.58864872364036,1
跳蹬河街道,太升路街道,104.12276490519686,30.669026680129928,104.07755155641463,30.670156189942755,12
跳蹬河街道,安靖镇,104.12276490519686,30.669026680129928,104.01232404827407,30.770868297959915,3
跳蹬河街道,府青路街道,104.12276490519686,30.669026680129928,104.10035267124348,30.692293927826466,1
跳蹬河街道,建设路街道,104.12276490519686,30.669026680129928,104.10697562483489,30.67462887318019,17
跳蹬河街道,成龙路街道,104.12276490519686,30.669026680129928,104.11969414238894,30.603082785529196,2
跳蹬河街道,抚琴街道,104.12276490519686,30.669026680129928,104.04374900767523,30.689325320109745,2
跳蹬河街道,新华西路街,104.12276490519686,30.669026680129928,104.0608881713822,30.678169811235552,3
跳蹬河街道,新鸿路街道,104.12276490519686,30.669026680129928,104.10631147787416,30.66166955600947,5
跳蹬河街道,春熙路街道,104.12276490519686,30.669026680129928,104.07704974759851,30.661839708658544,9
跳蹬河街道,望江路街道,104.12276490519686,30.669026680129928,104.07168516212226,30.635064980004078,9
跳蹬河街道,柳江街道,104.12276490519686,30.669026680129928,104.09175383141687,30.58614334845742,4
跳蹬河街道,桂溪街道,104.12276490519686,30.669026680129928,104.05807678674662,30.562785458752113,11
跳蹬河街道,桃蹊路街道,104.12276490519686,30.669026680129928,104.10824686426022,30.685481416810507,9
跳蹬河街道,水井坊街道,104.12276490519686,30.669026680129928,104.08694280849765,30.649077025663395,10
跳蹬河街道,汪家拐街道,104.12276490519686,30.669026680129928,104.05254456486169,30.657723310613694,5
跳蹬河街道,沙河街道,104.12276490519686,30.669026680129928,104.11720269294824,30.62986902495513,4
跳蹬河街道,浆洗街街道,104.12276490519686,30.669026680129928,104.04667045680115,30.645641812828632,3
跳蹬河街道,火车南站街,104.12276490519686,30.669026680129928,104.06993711836556,30.616572558251345,6
跳蹬河街道,牛市口街道,104.12276490519686,30.669026680129928,104.09828021767335,30.64673261384752,4
跳蹬河街道,犀浦镇,104.12276490519686,30.669026680129928,103.96853991910166,30.757672802984413,1
跳蹬河街道,狮子山街道,104.12276490519686,30.669026680129928,104.1201115153985,30.61617064631393,2
跳蹬河街道,猛追湾街道,104.12276490519686,30.669026680129928,104.09338649423138,30.664809688800787,23
跳蹬河街道,玉林街道,104.12276490519686,30.669026680129928,104.06161167724152,30.637337386133247,1
跳蹬河街道,盐市口街道,104.12276490519686,30.669026680129928,104.06854394913813,30.658999094459663,12
跳蹬河街道,石羊场街道,104.12276490519686,30.669026680129928,104.04207224362806,30.589080269961133,3
跳蹬河街道,簇锦街道,104.12276490519686,30.669026680129928,103.99667070930668,30.62627087854145,2
跳蹬河街道,红牌楼街道,104.12276490519686,30.669026680129928,104.02203328144594,30.640139795259877,2
跳蹬河街道,肖家河街道,104.12276490519686,30.669026680129928,104.03845203470746,30.62813716196142,2
跳蹬河街道,芳草街街道,104.12276490519686,30.669026680129928,104.0483788039623,30.62229041590972,1
跳蹬河街道,茶店子街道,104.12276490519686,30.669026680129928,104.02024153112227,30.697019974934264,1
跳蹬河街道,草市街街道,104.12276490519686,30.669026680129928,104.07077381074879,30.67480564890668,5
跳蹬河街道,荷花池街道,104.12276490519686,30.669026680129928,104.06914504518326,30.692033790146894,6
跳蹬河街道,莲新街道,104.12276490519686,30.669026680129928,104.09597856368342,30.640873730770085,2
跳蹬河街道,营门口街道,104.12276490519686,30.669026680129928,104.03269016216231,30.70351417259711,4
跳蹬河街道,西安路街道,104.12276490519686,30.669026680129928,104.03973997587613,30.67520176315635,2
跳蹬河街道,西御河街道,104.12276490519686,30.669026680129928,104.06362875164112,30.66598225344833,3
跳蹬河街道,跳伞塔街道,104.12276490519686,30.669026680129928,104.08192656084438,30.633251754590415,1
跳蹬河街道,金沙街道,104.12276490519686,30.669026680129928,104.0011151001596,30.68407974451423,1
跳蹬河街道,金泉街道,104.12276490519686,30.669026680129928,103.9876260259853,30.716361170590606,2
跳蹬河街道,青龙街道,104.12276490519686,30.669026680129928,104.12065709938953,30.720884772946164,11
跳蹬河街道,驷马桥街道,104.12276490519686,30.669026680129928,104.08421894300206,30.68468469689687,4
跳蹬河街道,龙潭街道,104.12276490519686,30.669026680129928,104.17777027590506,30.70354757273816,9
跳蹬河街道,龙舟路街道,104.12276490519686,30.669026680129928,104.09151993274105,30.629750369537213,1
金沙街道,万年场街道,104.0011151001596,30.68407974451423,104.12474778803707,30.65330128909081,1
金沙街道,九里堤街道,104.0011151001596,30.68407974451423,104.04274989758682,30.71336015274653,2
金沙街道,书院街街道,104.0011151001596,30.68407974451423,104.0863687508597,30.6639549159326,1
金沙街道,人民北路街,104.0011151001596,30.68407974451423,104.06130032345499,30.683927523404815,3
金沙街道,保和街道,104.0011151001596,30.68407974451423,104.14239485744424,30.636686225565303,2
金沙街道,双水碾街道,104.0011151001596,30.68407974451423,104.07961944282927,30.707143301075934,7
金沙街道,合江亭街道,104.0011151001596,30.68407974451423,104.07926888803063,30.65222415771668,2
金沙街道,大丰街道,104.0011151001596,30.68407974451423,104.05669390099663,30.76685804349305,1
金沙街道,太升路街道,104.0011151001596,30.68407974451423,104.07755155641463,30.670156189942755,1
金沙街道,少城街道,104.0011151001596,30.68407974451423,104.0526301486993,30.668690512829034,2
金沙街道,府青路街道,104.0011151001596,30.68407974451423,104.10035267124348,30.692293927826466,2
金沙街道,建设路街道,104.0011151001596,30.68407974451423,104.10697562483489,30.67462887318019,4
金沙街道,抚琴街道,104.0011151001596,30.68407974451423,104.04374900767523,30.689325320109745,11
金沙街道,新华西路街,104.0011151001596,30.68407974451423,104.0608881713822,30.678169811235552,1
金沙街道,桂溪街道,104.0011151001596,30.68407974451423,104.05807678674662,30.562785458752113,1
金沙街道,桃蹊路街道,104.0011151001596,30.68407974451423,104.10824686426022,30.685481416810507,2
金沙街道,水井坊街道,104.0011151001596,30.68407974451423,104.08694280849765,30.649077025663395,1
金沙街道,汪家拐街道,104.0011151001596,30.68407974451423,104.05254456486169,30.657723310613694,2
金沙街道,沙河源街道,104.0011151001596,30.68407974451423,104.0505271566029,30.73442628180356,2
金沙街道,玉林街道,104.0011151001596,30.68407974451423,104.06161167724152,30.637337386133247,1
金沙街道,盐市口街道,104.0011151001596,30.68407974451423,104.06854394913813,30.658999094459663,7
金沙街道,督院街街道,104.0011151001596,30.68407974451423,104.0670843716,30.652113933324678,1
金沙街道,草市街街道,104.0011151001596,30.68407974451423,104.07077381074879,30.67480564890668,6
金沙街道,营门口街道,104.0011151001596,30.68407974451423,104.03269016216231,30.70351417259711,3
金沙街道,西安路街道,104.0011151001596,30.68407974451423,104.03973997587613,30.67520176315635,5
金沙街道,西御河街道,104.0011151001596,30.68407974451423,104.06362875164112,30.66598225344833,10
金沙街道,青龙街道,104.0011151001596,30.68407974451423,104.12065709938953,30.720884772946164,2
金沙街道,驷马桥街道,104.0011151001596,30.68407974451423,104.08421894300206,30.68468469689687,1
金泉街道,万年场街道,103.9876260259853,30.716361170590606,104.12474778803707,30.65330128909081,1
金泉街道,九里堤街道,103.9876260259853,30.716361170590606,104.04274989758682,30.71336015274653,10
金泉街道,书院街街道,103.9876260259853,30.716361170590606,104.0863687508597,30.6639549159326,2
金泉街道,五块石街道,103.9876260259853,30.716361170590606,104.059651892411,30.710886652968526,4
金泉街道,人民北路街,103.9876260259853,30.716361170590606,104.06130032345499,30.683927523404815,9
金泉街道,保和街道,103.9876260259853,30.716361170590606,104.14239485744424,30.636686225565303,3
金泉街道,双桥子街道,103.9876260259853,30.716361170590606,104.10279938168559,30.652797482326527,2
金泉街道,双水碾街道,103.9876260259853,30.716361170590606,104.07961944282927,30.707143301075934,12
金泉街道,合江亭街道,103.9876260259853,30.716361170590606,104.07926888803063,30.65222415771668,5
金泉街道,圣灯街道,103.9876260259853,30.716361170590606,104.14542488329225,30.680478343745712,1
金泉街道,大丰街道,103.9876260259853,30.716361170590606,104.05669390099663,30.76685804349305,5
金泉街道,太升路街道,103.9876260259853,30.716361170590606,104.07755155641463,30.670156189942755,1
金泉街道,少城街道,103.9876260259853,30.716361170590606,104.0526301486993,30.668690512829034,15
金泉街道,府青路街道,103.9876260259853,30.716361170590606,104.10035267124348,30.692293927826466,1
金泉街道,建设路街道,103.9876260259853,30.716361170590606,104.10697562483489,30.67462887318019,1
金泉街道,抚琴街道,103.9876260259853,30.716361170590606,104.04374900767523,30.689325320109745,16
金泉街道,新华西路街,103.9876260259853,30.716361170590606,104.0608881713822,30.678169811235552,2
金泉街道,新鸿路街道,103.9876260259853,30.716361170590606,104.10631147787416,30.66166955600947,2
金泉街道,春熙路街道,103.9876260259853,30.716361170590606,104.07704974759851,30.661839708658544,5
金泉街道,望江路街道,103.9876260259853,30.716361170590606,104.07168516212226,30.635064980004078,1
金泉街道,水井坊街道,103.9876260259853,30.716361170590606,104.08694280849765,30.649077025663395,2
金泉街道,沙河源街道,103.9876260259853,30.716361170590606,104.0505271566029,30.73442628180356,8
金泉街道,浆洗街街道,103.9876260259853,30.716361170590606,104.04667045680115,30.645641812828632,2
金泉街道,狮子山街道,103.9876260259853,30.716361170590606,104.1201115153985,30.61617064631393,1
金泉街道,猛追湾街道,103.9876260259853,30.716361170590606,104.09338649423138,30.664809688800787,1
金泉街道,玉林街道,103.9876260259853,30.716361170590606,104.06161167724152,30.637337386133247,9
金泉街道,盐市口街道,103.9876260259853,30.716361170590606,104.06854394913813,30.658999094459663,7
金泉街道,督院街街道,103.9876260259853,30.716361170590606,104.0670843716,30.652113933324678,2
金泉街道,石羊场街道,103.9876260259853,30.716361170590606,104.04207224362806,30.589080269961133,1
金泉街道,草堂路街道,103.9876260259853,30.716361170590606,104.03369711876734,30.661678069224696,2
金泉街道,草市街街道,103.9876260259853,30.716361170590606,104.07077381074879,30.67480564890668,2
金泉街道,荷花池街道,103.9876260259853,30.716361170590606,104.06914504518326,30.692033790146894,8
金泉街道,西安路街道,103.9876260259853,30.716361170590606,104.03973997587613,30.67520176315635,8
